1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd
855,0.0,3.0,No,257,ALQ,103,0.0,440,Unf,1974.0,1322,TA,2308,24.0,0.0,0,5,6,855,0.0,1974,1974
894,0.0,2.0,No,0,Unf,894,0.0,308,Unf,1962.0,894,TA,6600,60.0,0.0,0,5,5,894,0.0,1962,1962
1145,0.0,4.0,Av,655,GLQ,490,0.0,836,RFn,2000.0,2198,Gd,14260,84.0,350.0,84,5,8,1145,0.0,2000,2000
977,755.0,3.0,No,0,Unf,741,0.0,476,Fin,1985.0,1732,Gd,9206,77.0,336.0,46,5,6,741,0.0,1985,1985
630,0.0,1.0,Av,150,LwQ,0,0.0,0,None,1980.0,630,TA,1491,21.0,0.0,24,6,4,630,0.0,1972,1972
1296,0.0,2.0,None,0,None,0,0.0,516,Unf,1967.0,1296,TA,10791,72.0,0.0,0,5,4,0,0.0,1967,1967
1844,0.0,3.0,No,705,BLQ,1139,0.0,546,RFn,1977.0,1844,TA,11751,105.0,480.0,122,6,6,1844,0.0,1977,1977
1022,752.0,2.0,No,0,Unf,952,0.0,468,Unf,1931.0,1774,TA,6120,51.0,0.0,0,5,7,952,0.0,1931,1950
910,0.0,3.0,Av,0,Unf,105,0.0,414,Unf,1953.0,910,Gd,8892,74.0,0.0,0,7,5,105,196.0,1953,1996
943,933.0,4.0,No,442,ALQ,459,0.0,540,RFn,1974.0,1876,Gd,9120,76.0,270.0,69,6,6,901,0.0,1974,1974
848,0.0,1.0,Gd,697,GLQ,151,0.0,420,RFn,2004.0,848,Gd,4426,69.0,147.0,0,5,6,848,0.0,2004,2004
1128,445.0,3.0,No,0,Unf,1078,0.0,360,Unf,1930.0,1573,TA,6240,52.0,0.0,0,7,5,1078,0.0,1930,1992
1414,0.0,3.0,No,528,ALQ,245,0.0,601,Unf,1990.0,1414,TA,11029,87.0,0.0,51,8,6,1184,0.0,1958,2002
1080,0.0,3.0,No,570,BLQ,510,0.0,288,Unf,1958.0,1080,TA,9464,75.0,135.0,0,7,6,1080,0.0,1958,1958
672,714.0,3.0,Mn,438,Rec,234,0.0,440,Fin,1978.0,1386,TA,11616,69.0,328.0,0,5,6,672,0.0,1978,1978
1726,0.0,3.0,No,1126,Unf,600,0.0,786,Unf,2007.0,1726,Ex,9416,79.0,205.0,138,5,7,1726,0.0,2007,2007
1022,1032.0,3.0,No,695,GLQ,297,0.0,390,RFn,2000.0,2054,Gd,12224,69.0,40.0,48,5,6,992,0.0,2000,2000
1062,0.0,3.0,Av,539,ALQ,490,0.0,539,RFn,1976.0,1062,TA,11333,69.0,0.0,0,5,6,1029,120.0,1976,1976
910,0.0,4.0,No,507,Rec,403,0.0,720,Unf,2000.0,1385,TA,8520,71.0,0.0,0,4,5,910,0.0,1952,1952
1701,0.0,3.0,Gd,1390,ALQ,0,0.0,611,Fin,1975.0,1701,TA,16647,69.0,0.0,0,5,5,1390,0.0,1975,1981
832,1103.0,3.0,No,544,GLQ,288,0.0,552,Fin,2009.0,1935,TA,8004,75.0,110.0,150,5,8,832,0.0,2009,2009
755,755.0,4.0,Mn,0,Unf,755,0.0,296,Unf,1940.0,1510,TA,9084,60.0,0.0,0,5,4,755,0.0,1940,1950
1216,941.0,4.0,No,445,Rec,479,0.0,487,Unf,1966.0,2157,Gd,14200,88.0,309.0,66,6,7,924,0.0,1966,1966
1220,0.0,2.0,Av,684,GLQ,515,0.0,632,RFn,2006.0,1220,Gd,7406,64.0,84.0,54,5,7,1199,0.0,2006,2006
751,611.0,3.0,Mn,0,Unf,611,0.0,502,Fin,1920.0,1362,TA,6155,60.0,0.0,0,8,6,611,0.0,1920,1999
1012,0.0,2.0,No,0,Unf,1012,0.0,308,Unf,1920.0,1012,TA,8263,59.0,0.0,22,5,6,1012,0.0,1920,1950
1536,0.0,3.0,Av,810,GLQ,726,0.0,532,RFn,2002.0,1536,Gd,9135,70.0,113.0,74,5,7,1536,0.0,2002,2003
1144,0.0,3.0,Av,748,Unf,102,0.0,796,RFn,1959.0,1144,TA,8163,70.0,128.0,0,6,5,1144,0.0,1959,1959
1269,0.0,3.0,No,374,BLQ,363,0.0,308,Unf,1964.0,1269,TA,7931,70.0,0.0,0,6,5,1269,0.0,1960,1960
1195,644.0,4.0,No,0,Unf,1195,0.0,486,Fin,1998.0,1839,TA,16770,58.0,30.0,81,5,7,1195,0.0,1998,1998
796,358.0,3.0,No,735,BLQ,61,0.0,240,Unf,1922.0,1154,Gd,5436,40.0,0.0,96,8,4,796,0.0,1922,2007
814,860.0,3.0,No,533,GLQ,281,0.0,663,RFn,2000.0,1674,Gd,7500,69.0,0.0,96,5,7,814,0.0,2000,2000
951,0.0,2.0,No,285,ALQ,666,0.0,327,Unf,1936.0,951,TA,8765,50.0,0.0,28,6,4,951,0.0,1936,1950
1021,580.0,3.0,No,0,Unf,533,0.0,300,RFn,1958.0,1601,TA,13825,85.0,0.0,34,6,5,533,0.0,1958,1987
936,785.0,3.0,No,814,GLQ,114,0.0,471,Unf,1994.0,1721,Gd,8462,70.0,105.0,87,5,6,928,300.0,1994,1994
520,623.0,2.0,No,0,Unf,600,0.0,480,RFn,2005.0,1223,Gd,2544,24.0,0.0,166,5,7,600,0.0,2005,2005
855,0.0,3.0,No,566,ALQ,289,0.0,440,Unf,1976.0,1456,TA,2280,24.0,0.0,0,6,6,855,0.0,1976,1976
1301,1116.0,4.0,No,0,Unf,1288,0.0,462,Unf,1991.0,2417,Gd,16059,121.0,284.0,82,5,8,1288,127.0,1991,1992
1795,0.0,3.0,No,0,Unf,1777,0.0,534,RFn,2002.0,1795,Gd,9742,75.0,281.0,159,5,8,1777,0.0,2002,2002
1073,0.0,3.0,No,836,ALQ,237,0.0,515,RFn,1965.0,1073,TA,10289,79.0,168.0,0,7,5,1073,0.0,1965,1965
768,432.0,3.0,No,352,BLQ,416,0.0,240,Unf,1946.0,1200,TA,11767,70.0,0.0,0,6,5,768,0.0,1946,1995
1132,1320.0,4.0,Av,0,Unf,1117,0.0,691,Unf,2004.0,2452,Gd,13418,108.0,132.0,32,5,8,1117,0.0,2004,2005
1190,900.0,3.0,Mn,828,GLQ,180,0.0,577,Fin,1984.0,2090,Gd,5062,69.0,0.0,0,5,7,1190,0.0,1984,1984
860,704.0,3.0,No,275,Rec,429,0.0,234,Unf,1941.0,1564,Fa,12000,75.0,0.0,0,7,7,704,0.0,1941,1950
1200,0.0,2.0,No,833,Unf,343,0.0,555,RFn,2003.0,1200,Gd,10083,67.0,0.0,41,5,7,1176,0.0,2003,2003
1629,0.0,3.0,No,1124,GLQ,1603,0.0,880,Unf,2003.0,1629,Gd,10655,85.0,296.0,0,5,8,3206,0.0,2003,2004
961,0.0,3.0,No,216,ALQ,540,0.0,642,Unf,1998.0,1717,Gd,9550,60.0,0.0,35,5,7,756,0.0,1915,1970
1035,371.0,3.0,No,0,Unf,319,0.0,0,None,1980.0,1406,Fa,7920,69.0,0.0,144,7,6,319,0.0,1920,1950
1566,0.0,3.0,Av,1078,GLQ,488,0.0,750,RFn,2008.0,1566,Gd,9000,75.0,36.0,168,5,8,1566,0.0,2008,2008
1152,0.0,3.0,Av,1014,GLQ,138,0.0,484,RFn,1964.0,1152,TA,14112,69.0,86.0,0,7,5,1152,0.0,1964,1964
764,0.0,2.0,No,0,Unf,680,0.0,504,Unf,1965.0,764,TA,5232,30.0,0.0,0,5,5,680,0.0,1925,2004
1220,0.0,2.0,No,836,LwQ,0,0.0,396,Unf,1951.0,1220,TA,8877,67.0,0.0,0,5,4,836,0.0,1951,1951
1134,1370.0,4.0,No,0,Unf,1122,0.0,656,Fin,2005.0,2504,Ex,11198,77.0,245.0,39,5,9,1122,0.0,2005,2007
1811,0.0,2.0,No,296,ALQ,230,0.0,470,Fin,1956.0,1811,Ex,14115,90.0,0.0,0,7,6,1073,0.0,1956,2004
845,0.0,2.0,No,565,ALQ,280,0.0,360,Unf,1987.0,845,TA,7599,69.0,0.0,0,6,4,845,0.0,1982,2006
1309,0.0,3.0,No,663,ALQ,0,0.0,484,RFn,1974.0,1309,Gd,10140,78.0,99.0,0,6,6,1040,0.0,1974,1999
1563,0.0,3.0,No,33,GLQ,1530,0.0,758,RFn,2007.0,1563,Gd,10206,78.0,468.0,99,5,8,1563,0.0,2007,2007
1098,0.0,3.0,No,902,ALQ,196,0.0,260,Unf,1955.0,1098,TA,7390,69.0,151.0,0,7,5,1098,0.0,1955,1955
1476,677.0,3.0,Mn,904,GLQ,536,0.0,736,Fin,2000.0,2153,Ex,11050,69.0,204.0,142,5,9,1440,0.0,2000,2000
1163,511.0,4.0,Mn,0,Unf,1163,0.0,396,Fin,1955.0,1674,TA,21780,66.0,0.0,36,7,6,1163,0.0,1918,1950
1622,0.0,3.0,Av,1159,BLQ,90,0.0,1356,Fin,1975.0,1622,TA,32463,69.0,149.0,0,4,4,1249,0.0,1961,1975
1211,0.0,3.0,No,250,BLQ,210,0.0,322,Unf,1968.0,1211,TA,8250,55.0,0.0,63,5,5,952,0.0,1968,1968
990,0.0,3.0,No,686,GLQ,304,0.0,672,Unf,1996.0,990,TA,9245,57.0,0.0,0,5,5,990,0.0,1994,1995
2020,0.0,4.0,None,0,None,0,0.0,630,Unf,1977.0,2020,TA,8400,60.0,320.0,0,5,5,0,0.0,1977,1977
860,0.0,2.0,Av,672,ALQ,168,0.0,528,Unf,1996.0,860,TA,8740,74.0,0.0,0,6,5,840,0.0,1982,1982
923,0.0,3.0,No,658,ALQ,218,0.0,264,Unf,1984.0,923,TA,6951,37.0,0.0,0,5,5,876,0.0,1984,1985
703,689.0,2.0,No,0,Unf,689,0.0,540,Unf,2007.0,1392,Gd,3604,34.0,0.0,102,5,7,689,0.0,2007,2007
1126,0.0,3.0,Av,767,ALQ,266,0.0,540,RFn,1977.0,1126,Ex,15611,69.0,0.0,0,6,5,1126,0.0,1977,1977
861,0.0,1.0,No,262,BLQ,599,0.0,539,Unf,1961.0,861,TA,12342,69.0,0.0,0,5,4,861,0.0,1940,1950
887,1134.0,3.0,No,0,Unf,868,0.0,422,RFn,2006.0,2021,Gd,23257,168.0,0.0,100,5,7,868,0.0,2006,2006
1053,0.0,3.0,No,806,ALQ,247,0.0,312,RFn,1959.0,1053,Gd,10007,72.0,54.0,0,7,5,1053,0.0,1959,2006
815,875.0,3.0,No,0,Unf,815,0.0,225,Unf,1916.0,1690,TA,8850,65.0,0.0,0,6,7,815,0.0,1916,1950
864,0.0,2.0,No,0,Unf,864,0.0,0,None,1980.0,864,TA,4060,56.0,0.0,96,8,5,864,0.0,1922,1950
1318,584.0,4.0,None,0,None,0,0.0,539,Unf,1978.0,1902,TA,8930,68.0,0.0,0,5,6,0,0.0,1978,1978
1188,1152.0,4.0,No,275,GLQ,877,0.0,252,RFn,1941.0,2340,Gd,9042,66.0,0.0,60,9,7,1152,0.0,1941,2006
770,812.0,3.0,No,490,GLQ,280,0.0,520,RFn,2004.0,1582,Gd,8320,64.0,0.0,45,5,7,770,0.0,2004,2004
864,0.0,3.0,No,521,BLQ,169,0.0,624,Unf,1964.0,864,TA,9100,70.0,0.0,0,5,5,864,0.0,1958,1958
774,456.0,3.0,No,384,ALQ,363,0.0,305,Unf,1946.0,1230,TA,4712,51.0,0.0,57,7,4,747,0.0,1946,1950
605,0.0,2.0,Mn,348,Unf,180,0.0,0,Unf,1980.0,605,TA,9098,58.0,0.0,0,7,4,528,0.0,1920,2002
1067,472.0,3.0,No,0,Unf,927,0.0,576,Unf,1995.0,1539,TA,6120,51.0,0.0,0,6,5,927,0.0,1936,1950
1152,0.0,3.0,No,0,Unf,1092,0.0,300,Unf,1950.0,1152,Gd,14000,80.0,0.0,36,8,6,1092,0.0,1950,2004
1216,0.0,2.0,No,897,GLQ,319,0.0,402,Unf,1998.0,1216,TA,4500,32.0,116.0,125,5,6,1216,0.0,1998,1998
1118,912.0,4.0,No,156,LwQ,692,0.0,551,Fin,1976.0,2030,Gd,12046,69.0,298.0,224,6,6,848,0.0,1976,1976
1164,0.0,3.0,No,1040,ALQ,124,0.0,240,Unf,1950.0,1164,TA,10880,68.0,0.0,48,5,5,1164,0.0,1950,1950
1634,0.0,3.0,No,0,Unf,1626,0.0,866,Unf,2006.0,1634,Gd,11428,98.0,248.0,44,5,8,1626,0.0,2006,2006
1392,1070.0,4.0,Mn,57,GLQ,1335,0.0,576,RFn,2006.0,2462,Gd,19378,134.0,456.0,132,5,7,1392,0.0,2005,2006
926,0.0,3.0,No,234,LwQ,0,0.0,484,Unf,1974.0,1316,TA,5500,50.0,0.0,0,7,5,926,0.0,1929,2001
1651,0.0,3.0,No,1398,ALQ,0,0.0,616,Fin,1986.0,1651,TA,12416,47.0,132.0,0,5,6,1606,0.0,1986,1986
768,0.0,2.0,Av,619,ALQ,149,0.0,624,Unf,1987.0,768,TA,7244,54.0,0.0,0,7,5,768,0.0,1970,1970
1168,678.0,3.0,Mn,196,Rec,844,0.0,315,Unf,1949.0,1846,TA,10496,78.0,320.0,0,6,6,1040,0.0,1949,1950
729,0.0,2.0,No,0,Unf,270,0.0,0,Unf,1980.0,729,TA,4130,56.0,0.0,0,6,3,270,0.0,1935,2003
1126,0.0,3.0,No,936,ALQ,190,0.0,484,RFn,1977.0,1126,TA,17400,80.0,0.0,41,5,5,1126,0.0,1977,1977
1383,1015.0,3.0,No,719,Unf,660,0.0,834,Fin,1996.0,2398,Gd,11787,95.0,594.0,60,5,7,1379,0.0,1996,1997
1494,0.0,3.0,Mn,922,GLQ,572,0.0,530,RFn,2002.0,1494,Gd,12803,88.0,99.0,36,5,7,1494,0.0,2002,2002
932,0.0,2.0,No,0,Unf,932,0.0,306,Unf,1950.0,932,Gd,8280,57.0,0.0,0,5,6,932,0.0,1950,1950
832,650.0,3.0,No,624,ALQ,26,0.0,324,Unf,1930.0,1482,TA,9000,50.0,0.0,0,9,7,650,0.0,1920,1988
1803,0.0,3.0,No,168,Rec,284,0.0,484,RFn,1957.0,1803,TA,13125,88.0,67.0,0,4,5,1134,0.0,1957,2000
960,1000.0,4.0,No,0,Unf,960,0.0,400,Unf,1952.0,1960,TA,7596,60.0,360.0,0,5,5,960,0.0,1952,1952
1569,0.0,1.0,No,988,Unf,398,0.0,660,Unf,2007.0,1569,Gd,3635,51.0,130.0,20,5,7,1386,0.0,2007,2007
916,0.0,4.0,No,299,ALQ,611,0.0,164,Unf,1915.0,1826,Ex,2500,50.0,0.0,0,8,7,910,0.0,1915,2005
1478,0.0,2.0,Av,578,GLQ,892,0.0,484,Fin,2009.0,1478,Gd,4403,69.0,432.0,144,5,7,1470,0.0,2009,2009
1489,0.0,3.0,No,0,Unf,1489,0.0,776,RFn,2006.0,1489,Gd,11216,81.0,0.0,140,5,8,1489,0.0,2006,2006
742,729.0,3.0,No,381,GLQ,348,0.0,440,Unf,1999.0,1471,TA,3230,34.0,894.0,24,5,6,729,0.0,1999,1999
1042,534.0,3.0,No,0,Unf,1042,0.0,225,Unf,1928.0,1576,TA,6240,52.0,0.0,0,6,5,1042,0.0,1928,1950
796,550.0,2.0,No,0,Unf,560,0.0,384,Unf,1950.0,1346,TA,11767,70.0,0.0,24,7,4,560,0.0,1910,2000
760,896.0,3.0,No,0,Unf,746,0.0,397,Fin,2003.0,1656,Gd,6931,60.0,92.0,128,5,7,746,0.0,2003,2004
1234,1140.0,4.0,No,0,Unf,1181,0.0,656,Fin,2003.0,2374,Ex,11999,93.0,340.0,100,5,8,1181,0.0,2003,2004
630,0.0,1.0,Av,495,ALQ,135,0.0,0,None,1980.0,630,TA,1890,21.0,0.0,0,7,4,630,0.0,1972,1972
1647,0.0,3.0,Mn,1283,ALQ,0,0.0,621,Fin,1977.0,1647,Gd,12984,80.0,459.0,0,6,5,1430,0.0,1977,1977
800,0.0,1.0,No,0,Unf,264,0.0,0,None,1980.0,800,Fa,6120,51.0,0.0,0,3,2,264,0.0,1936,1950
1459,0.0,3.0,No,0,Unf,1459,0.0,527,RFn,2002.0,1459,Gd,8749,70.0,100.0,39,5,7,1459,0.0,2002,2002
864,0.0,3.0,No,191,ALQ,673,0.0,463,Unf,1994.0,864,TA,8120,70.0,0.0,0,7,4,864,0.0,1970,1970
1696,0.0,3.0,No,0,Unf,1140,0.0,349,Unf,1962.0,1696,TA,13673,40.0,0.0,30,5,5,1140,0.0,1962,1962
804,1157.0,3.0,No,690,ALQ,114,0.0,560,Fin,2001.0,1961,Gd,12209,71.0,0.0,192,5,6,804,0.0,2001,2002
1144,0.0,3.0,No,25,BLQ,247,0.0,336,Unf,1962.0,1144,TA,9204,71.0,0.0,88,5,5,1144,0.0,1963,1963
689,703.0,3.0,No,378,GLQ,311,0.0,299,Fin,1977.0,1392,TA,10900,69.0,153.0,36,7,6,689,0.0,1977,1977
576,533.0,3.0,Av,349,ALQ,23,0.0,288,Unf,1971.0,1109,TA,10500,70.0,82.0,0,7,5,372,0.0,1971,2005
1362,0.0,3.0,No,288,ALQ,700,0.0,504,Unf,1961.0,1362,TA,10197,80.0,491.0,20,5,6,1362,0.0,1961,1961
2117,0.0,4.0,Mn,865,BLQ,340,0.0,550,Fin,1970.0,2117,TA,12925,69.0,0.0,42,7,6,1205,0.0,1970,1970
1588,0.0,3.0,Av,1162,ALQ,426,0.0,472,RFn,1999.0,1588,Gd,10264,78.0,183.0,29,5,7,1588,0.0,1999,1999
1291,0.0,2.0,Mn,1003,GLQ,288,0.0,431,Unf,1996.0,1291,Gd,2887,69.0,0.0,0,5,6,1291,307.0,1996,1997
1141,0.0,3.0,No,0,Unf,1141,0.0,484,Unf,2005.0,1141,TA,13072,63.0,0.0,0,5,6,1141,0.0,2005,2005
1159,0.0,3.0,No,673,BLQ,378,0.0,336,Unf,1968.0,1159,TA,11553,69.0,188.0,0,5,5,1051,466.0,1968,1968
1700,0.0,3.0,Av,340,GLQ,1342,0.0,544,RFn,2003.0,1700,Gd,9135,70.0,120.0,23,5,6,1682,0.0,2003,2003
1186,800.0,3.0,No,454,BLQ,314,0.0,486,Unf,1965.0,1986,TA,13600,85.0,176.0,42,6,7,768,0.0,1965,1990
886,0.0,2.0,No,0,Unf,190,0.0,273,Unf,1938.0,886,TA,5784,50.0,0.0,20,8,5,190,0.0,1938,1996
1246,1044.0,4.0,No,0,Unf,777,0.0,560,Unf,1971.0,2290,TA,11340,60.0,0.0,0,6,4,777,0.0,1885,1950
1253,0.0,3.0,No,733,BLQ,520,0.0,352,RFn,1960.0,1253,TA,10920,69.0,212.0,213,5,6,1253,0.0,1960,1960
1089,661.0,3.0,No,0,Unf,636,0.0,240,Unf,1937.0,1750,Ex,9000,50.0,0.0,0,6,5,636,0.0,1880,1991
1314,0.0,2.0,No,904,GLQ,410,0.0,626,Unf,2008.0,1314,Gd,5001,34.0,166.0,62,5,7,1314,0.0,2007,2008
1792,0.0,2.0,Gd,1567,GLQ,225,0.0,874,Fin,2003.0,1792,Ex,11846,72.0,562.0,49,5,9,1792,0.0,2003,2004
1040,0.0,2.0,None,0,None,0,0.0,400,Unf,1949.0,1040,TA,8544,69.0,340.0,0,4,3,0,0.0,1949,1950
1310,0.0,3.0,Av,24,GLQ,1286,0.0,400,Fin,2005.0,1310,Gd,8767,65.0,0.0,0,5,7,1310,0.0,2005,2005
1032,0.0,3.0,Av,605,ALQ,427,0.0,564,Unf,1978.0,1032,TA,10395,69.0,233.0,0,6,6,1032,0.0,1978,1978
920,866.0,3.0,Mn,486,GLQ,434,0.0,608,RFn,2001.0,1786,Gd,11250,68.0,162.0,42,5,7,920,0.0,2001,2002
2158,0.0,4.0,Av,477,ALQ,725,0.0,576,Unf,1950.0,2158,Gd,12615,84.0,0.0,29,7,6,1202,0.0,1950,2001
1552,0.0,3.0,Av,24,GLQ,1528,0.0,782,Unf,2005.0,1552,Gd,10084,84.0,196.0,20,5,7,1552,0.0,2005,2006
1541,0.0,3.0,Mn,1201,Unf,340,0.0,532,Unf,2005.0,1541,Gd,12182,95.0,226.0,70,5,7,1541,0.0,2005,2005
996,0.0,2.0,Av,747,GLQ,189,0.0,564,Unf,1992.0,996,Gd,9069,73.0,0.0,0,6,6,936,0.0,1992,1992
1453,1357.0,4.0,No,482,GLQ,971,0.0,750,RFn,1990.0,2810,Gd,9572,69.0,336.0,0,5,8,1453,0.0,1990,1990
928,0.0,3.0,No,308,Rec,620,0.0,288,Fin,1957.0,928,TA,6000,50.0,0.0,0,6,5,928,0.0,1957,1957
835,0.0,2.0,No,108,ALQ,350,0.0,366,Unf,1920.0,835,TA,10625,85.0,0.0,0,5,5,458,0.0,1920,1950
944,896.0,3.0,No,666,GLQ,278,0.0,622,RFn,2001.0,1840,Gd,12420,79.0,0.0,45,5,7,944,0.0,2001,2001
804,0.0,3.0,No,510,BLQ,278,0.0,240,Unf,1940.0,804,Gd,7200,60.0,294.0,0,7,5,788,0.0,1940,1992
1130,0.0,2.0,No,821,Unf,299,0.0,720,Unf,1970.0,1130,TA,10800,60.0,0.0,0,6,5,1120,0.0,1920,1950
1712,0.0,4.0,No,528,LwQ,1098,0.0,588,Fin,2005.0,1712,TA,8393,70.0,122.0,54,5,5,1626,0.0,1959,2005
960,0.0,2.0,No,250,ALQ,710,0.0,308,Unf,1997.0,960,Fa,6000,50.0,0.0,0,4,4,960,0.0,1920,1950
972,605.0,3.0,No,0,Unf,972,0.0,312,Unf,1939.0,1577,Fa,6435,65.0,0.0,0,5,6,972,0.0,1939,1950
2076,0.0,2.0,Gd,1386,GLQ,690,0.0,850,Unf,2006.0,2076,Ex,13891,107.0,0.0,229,5,10,2076,0.0,2006,2006
864,864.0,3.0,No,503,Rec,361,0.0,673,RFn,2003.0,1728,Gd,8791,64.0,0.0,56,5,6,864,0.0,2003,2003
1260,1031.0,4.0,Mn,1046,Rec,168,0.0,506,Unf,1900.0,2291,TA,7200,60.0,0.0,0,6,6,1214,0.0,1910,1998
876,936.0,4.0,No,540,ALQ,324,0.0,264,RFn,1962.0,1812,TA,7590,69.0,288.0,168,5,5,864,0.0,1962,1962
854,0.0,2.0,No,360,Rec,360,0.0,660,Unf,1991.0,1382,TA,12358,69.0,0.0,0,6,5,720,0.0,1941,1950
1337,0.0,2.0,No,1201,GLQ,36,0.0,405,Fin,1998.0,1337,TA,4500,32.0,443.0,199,5,6,1237,0.0,1998,1998
624,628.0,2.0,No,510,BLQ,90,0.0,462,Unf,1999.0,1252,Gd,2160,24.0,212.0,48,5,7,600,0.0,1999,2000
1557,0.0,2.0,Gd,0,Unf,1374,0.0,420,Fin,2003.0,1557,Gd,3196,69.0,18.0,20,5,7,1374,0.0,2003,2004
1040,0.0,3.0,No,732,GLQ,308,0.0,576,Unf,2000.0,1040,Gd,12464,82.0,0.0,0,5,5,1040,0.0,1996,1996
696,720.0,3.0,No,604,ALQ,92,0.0,484,Unf,1999.0,1416,Gd,2572,24.0,0.0,44,5,7,696,0.0,1999,1999
888,676.0,3.0,No,0,Unf,650,0.0,476,Unf,1980.0,1564,TA,8400,70.0,130.0,50,6,6,650,0.0,1980,1981
1383,0.0,3.0,Mn,1064,BLQ,319,0.0,354,Unf,1954.0,1383,TA,13284,69.0,0.0,116,5,5,1383,0.0,1954,1954
1411,0.0,3.0,No,822,ALQ,564,0.0,544,Fin,1977.0,1411,TA,11900,85.0,209.0,0,5,7,1386,0.0,1977,1977
1048,0.0,3.0,No,586,BLQ,462,0.0,286,Unf,1956.0,1048,TA,10152,72.0,120.0,20,5,5,1048,0.0,1956,1956
841,0.0,2.0,No,0,Unf,721,0.0,294,Unf,1950.0,841,TA,8400,60.0,0.0,0,4,4,721,0.0,1950,1950
1113,0.0,3.0,No,751,BLQ,392,0.0,504,RFn,1987.0,1113,TA,7917,69.0,174.0,30,7,6,1143,0.0,1976,1976
1468,795.0,3.0,No,795,ALQ,0,0.0,539,Fin,1977.0,2263,Gd,16659,69.0,34.0,250,7,7,795,0.0,1977,1994
1153,0.0,4.0,No,692,GLQ,153,0.0,484,RFn,1983.0,2353,Ex,13005,94.0,278.0,195,7,7,845,0.0,1980,1980
581,530.0,3.0,No,0,Unf,530,0.0,288,Unf,1935.0,1111,Fa,7200,60.0,0.0,0,7,5,530,0.0,1920,1996
1350,0.0,3.0,Gd,624,GLQ,288,0.0,520,RFn,1964.0,1350,TA,9020,82.0,259.0,0,5,6,1248,0.0,1964,1964
990,0.0,3.0,No,746,ALQ,244,0.0,480,Unf,2000.0,990,TA,8072,60.0,0.0,64,5,5,990,0.0,1994,1995
1126,0.0,2.0,None,0,None,0,0.0,520,Fin,2002.0,1126,Gd,8777,67.0,0.0,96,5,4,0,0.0,1949,2003
1444,700.0,4.0,Gd,697,Rec,747,0.0,389,Fin,1958.0,2144,Gd,159000,69.0,472.0,98,7,6,1444,0.0,1958,2006
864,729.0,3.0,No,759,GLQ,80,0.0,398,Unf,2004.0,1593,TA,7415,62.0,0.0,75,5,6,839,0.0,2004,2004
1218,0.0,2.0,No,27,GLQ,1191,0.0,676,Fin,2009.0,1218,Gd,7862,75.0,0.0,102,5,6,1218,0.0,2009,2009
858,858.0,4.0,No,319,Rec,539,0.0,490,Fin,1962.0,1716,TA,9247,70.0,318.0,84,6,6,858,0.0,1962,1962
936,780.0,6.0,No,210,Unf,570,0.0,0,None,1980.0,1716,Fa,5687,55.0,0.0,184,6,5,780,0.0,1912,2000
866,902.0,3.0,No,400,GLQ,466,0.0,603,RFn,2005.0,1768,Gd,9803,75.0,0.0,108,5,7,866,0.0,2005,2005
936,316.0,3.0,No,0,Unf,504,0.0,576,Unf,1986.0,1252,TA,7438,92.0,0.0,0,8,5,504,104.0,1908,1991
2898,0.0,2.0,Av,1165,ALQ,0,0.0,665,Fin,1976.0,2898,Gd,15498,69.0,0.0,72,6,8,1565,0.0,1976,1976
892,892.0,4.0,Mn,0,Unf,747,0.0,180,Unf,1914.0,1784,TA,13132,96.0,0.0,40,5,5,747,0.0,1914,1950
822,843.0,3.0,No,0,Unf,813,0.0,562,RFn,2007.0,1665,Gd,8125,65.0,0.0,0,6,7,813,0.0,2007,2007
1216,639.0,4.0,No,444,Rec,550,0.0,325,Unf,1954.0,1855,TA,9525,75.0,0.0,0,4,6,994,0.0,1954,1972
1704,0.0,3.0,No,1218,GLQ,486,0.0,772,Unf,2008.0,1704,Gd,11478,98.0,200.0,50,5,8,1704,0.0,2007,2008
1728,0.0,4.0,Gd,936,Rec,396,0.0,574,Unf,1976.0,1728,TA,12640,55.0,0.0,0,5,6,1728,0.0,1976,1976
672,0.0,2.0,None,0,None,0,0.0,0,None,1980.0,912,TA,6240,52.0,0.0,0,5,4,0,0.0,1947,1950
774,1194.0,4.0,No,0,Unf,774,0.0,680,Fin,2009.0,1968,Ex,12003,92.0,84.0,75,5,8,774,0.0,2009,2010
1728,0.0,6.0,No,40,GLQ,1424,0.0,352,Unf,2002.0,1728,TA,10624,69.0,84.0,0,4,5,1728,0.0,1964,1964
1296,0.0,2.0,No,1005,GLQ,262,0.0,471,Fin,2001.0,1296,Gd,6853,69.0,136.0,25,5,8,1267,0.0,2001,2002
630,672.0,3.0,No,231,ALQ,399,0.0,264,Unf,1972.0,1302,TA,1680,21.0,268.0,0,7,5,630,0.0,1972,1972
944,545.0,3.0,No,0,Unf,778,0.0,240,Unf,1940.0,1489,TA,9900,60.0,0.0,0,7,6,778,0.0,1940,1950
806,766.0,3.0,No,0,Unf,806,0.0,373,Fin,1995.0,1572,TA,10364,69.0,0.0,40,5,6,806,0.0,1995,1996
